"probability","observed_nonfloor","overall_raw_nonfloor","complier_raw_nonfloor"
0.047,-0.145083408307552,-0.189197175371316,-0.190901818587513
0.0475,-0.145083408307552,-0.185438923433551,-0.187339405102221
0.048,-0.145083408307552,-0.182458522904254,-0.184045538676749
0.0485,-0.141732934998523,-0.179640398331902,-0.181129706837609
0.049,-0.136783529289089,-0.175635764786142,-0.177266180804046
0.0495,-0.133645436727781,-0.17102065657108,-0.172751633752794
0.05,-0.131922774434992,-0.167692975375346,-0.168981438041018
0.0505,-0.128729974185197,-0.164283889982083,-0.165449041606706
0.051,-0.128729974185197,-0.160909058755028,-0.1620687717568
0.0515,-0.126821101105865,-0.157337759281569,-0.158957015998868
0.052,-0.12090854261446,-0.153917742043165,-0.155628379567638
0.0525,-0.116791747028632,-0.150173454764185,-0.152246799848461
0.053,-0.113306227831029,-0.146615811091034,-0.148173054787995
0.0535,-0.113306227831029,-0.143349809425587,-0.144826349514351
0.054,-0.110910461643644,-0.140043804224881,-0.141773338356248
0.0545,-0.0999622091322339,-0.136936310637473,-0.138335448973621
0.055,-0.09403637212088,-0.133760914226481,-0.135672517025972
0.0555,-0.0892726461098745,-0.130361526280489,-0.132301817057757
0.056,-0.0848629536107846,-0.127360784202703,-0.128973827020168
0.0565,-0.0848629536107846,-0.12464332835447,-0.126304109253774
0.057,-0.0848629536107846,-0.122286760026968,-0.123900591991601
0.0575,-0.0848629536107846,-0.11874685305811,-0.12089397453678
0.058,-0.0848629536107846,-0.115453476126713,-0.117624436749329
0.0585,-0.0848629536107846,-0.112307467177342,-0.114173877600178
0.059,-0.0848629536107846,-0.109695883578722,-0.111379638925067
0.0595,-0.0848629536107846,-0.106836638123518,-0.108805619948834
0.06,-0.0848629536107846,-0.103513199538843,-0.105870762869873
0.0605,-0.0848629536107846,-0.100088036134303,-0.102555108617855
0.061,-0.0848629536107846,-0.0967992244578332,-0.0991297714794169
0.0615,-0.0848629536107846,-0.0940212217338286,-0.0960865880261487
0.062,-0.0848629536107846,-0.0911606060377062,-0.0933521782322346
0.0625,-0.0848629536107846,-0.088303775278025,-0.0905688245495505
0.063,-0.0848629536107846,-0.0854601813430485,-0.087631606968305
0.0635,-0.0848629536107846,-0.0825330119510898,-0.0848529235924212
0.064,-0.0848629536107846,-0.079719673539393,-0.0817679244696732
0.0645,-0.0848629536107846,-0.076711621013544,-0.0789704951811857
0.065,-0.0848629536107846,-0.0738611777556281,-0.0760471545707311
0.0655,-0.0848629536107846,-0.0712400793724003,-0.0732409400274571
0.066,-0.0848629536107846,-0.0686189830267626,-0.0702440894998943
0.0665,-0.0848629536107846,-0.065996261897904,-0.0677661337280392
0.067,-0.0848629536107846,-0.0631428428621277,-0.0652370586989904
0.0675,-0.0848629536107846,-0.0603123469691086,-0.0621655121868212
0.068,-0.0768804695799732,-0.057153818264351,-0.0593562630420908
0.0685,-0.0691260880135315,-0.0541001939490229,-0.0564487790847436
0.069,-0.0653304332596148,-0.0514527653400625,-0.0534913749998733
0.0695,-0.0607247591437134,-0.0492075719173564,-0.0509847694345336
0.07,-0.0591199816718074,-0.0464955627174985,-0.0488602021870513
0.0705,-0.0542519607260343,-0.0443840125757488,-0.0459222293457979
0.071,-0.0534636795955739,-0.0418571856440941,-0.0434924288716209
0.0715,-0.0471402564400468,-0.0386698180093482,-0.0413640465675314
0.072,-0.0467659689178428,-0.035914837592218,-0.0381999939314446
0.0725,-0.0382600344082908,-0.0336300797946439,-0.0353931840432656
0.073,-0.0356087600703391,-0.0316407581414291,-0.0333389574197159
0.0735,-0.0344882018156496,-0.0288191824894675,-0.0311253083387409
0.074,-0.0276875229855816,-0.0266097365693591,-0.0280679531551942
0.0745,-0.0245753344106287,-0.0240475050920253,-0.0257027910174657
0.075,-0.0245753344106287,-0.0216597880481068,-0.0231569411427254
0.0755,-0.0245753344106287,-0.0189698756701436,-0.0206880900838144
0.076,-0.0245753344106287,-0.0167058932328276,-0.0180542411273449
0.0765,-0.0245753344106287,-0.0141893344342794,-0.0159554827292893
0.077,-0.0245753344106287,-0.0119624516281818,-0.0132493581400342
0.0775,-0.0181643695723686,-0.00984167443566951,-0.0110772473575745
0.078,-0.0137175102582949,-0.00716158995178882,-0.008682636920874
0.0785,-0.00577964009232622,-0.00461572985860321,-0.00625840780324939
0.079,-0.00376937244849058,-0.00240773875814944,-0.0042783619889955
0.0795,0.00028666011370541,4.41536124191737e-05,-0.00182302527576653
0.08,0.00158469892903724,0.0025318268136535,0.000404070199093006
0.0805,0.00412601758574301,0.00462508394347589,0.00264014742774646
0.081,0.0108872540426146,0.00713513228704631,0.00485389905278139
0.0815,0.0140179412986423,0.00937568268530082,0.00727779798678427
0.082,0.018662483193441,0.0114718381749785,0.00946581700748885
0.0825,0.0220015159183806,0.0138318003242553,0.011742042118972
0.083,0.02382060715105,0.0158646512336979,0.0140365799313942
0.0835,0.0247237191026457,0.0177822848810438,0.0161876609183851
0.084,0.0247237191026457,0.0201901886736734,0.0179239590385329
0.0845,0.0247237191026457,0.0222027367333702,0.0204832628806304
0.085,0.0247237191026457,0.024222590228605,0.0227814937094044
0.0855,0.0247237191026457,0.0265199046174522,0.0251648183758135
0.086,0.0247237191026457,0.0287536173123053,0.0269836200994009
0.0865,0.0247237191026457,0.0308581670730862,0.0290186887080337
0.087,0.0247237191026457,0.0326925754610064,0.0311271724197021
0.0875,0.0247237191026457,0.0349726215324975,0.0328656264134656
0.088,0.0247237191026457,0.0369668805532905,0.0350666633410047
0.0885,0.0247237191026457,0.0388273455105619,0.0372952095924567
0.089,0.0247237191026457,0.0409263242368938,0.0392655998062343
0.0895,0.0247237191026457,0.0427780110473816,0.0413012919444573
0.09,0.0247237191026457,0.0452731818898491,0.043325618187646
0.0905,0.0247237191026457,0.0472426947684727,0.0456893824441717
0.091,0.0247237191026457,0.0488456432692952,0.0474899067044891
0.0915,0.026717629396449,0.050712000570911,0.0494296506285542
0.092,0.033593295813364,0.0526718277059807,0.05144142424814
0.0925,0.0379216952375295,0.0544188768656041,0.0532778928154671
0.093,0.0421821420928183,0.0564927115618617,0.055190752088219
0.0935,0.0422116405453713,0.0582533333580491,0.0570636450759699
0.094,0.0466565726334156,0.0602513698031795,0.0589458454227974
0.0945,0.053175949492708,0.0620544252882518,0.0605805606709688
0.095,0.0545763000610931,0.0640843709212883,0.062378978154541
0.0955,0.0580224495829623,0.0663489148235284,0.0643266690797377
0.096,0.0590724194848406,0.0680578589536025,0.0664271650842378
0.0965,0.064667111009365,0.0700197990777748,0.0680195391936974
0.097,0.0664290524095003,0.0718056985608757,0.0700205937057412
0.0975,0.0664290524095003,0.0739256405039253,0.0716392189264432
0.098,0.0664290524095003,0.076033712361357,0.0736769564101633
0.0985,0.0667515798285225,0.0779329232050782,0.0754831731362626
0.099,0.0733415940581862,0.0800075784056852,0.0773235079593792
0.0995,0.0740527248145915,0.081743943740942,0.0794011192081667
0.1,0.0740527248145915,0.0835855829130292,0.0811528319074295
0.1005,0.0740527248145915,0.0851854945954452,0.0830798459302859
0.101,0.0768980367696721,0.0868597394392112,0.0848964428974379
0.1015,0.0787093395183626,0.0885791220814869,0.0863380392489371
0.102,0.0814680738750139,0.0903681573036951,0.0881168822555853
0.1025,0.0851011253340678,0.0919810163723219,0.0900476570681366
0.103,0.0915205153527579,0.0934379214823619,0.0916434990420875
0.1035,0.0957172725582084,0.0948274227164045,0.093311442587966
0.104,0.097101892352633,0.0965235982130151,0.0948476707621526
0.1045,0.100532846911682,0.0981145780573236,0.0964567839935483
0.105,0.101700095582754,0.0999024461994582,0.0979567001207335
0.1055,0.102570790588686,0.1016748735972,0.099766941754889
0.106,0.102570790588686,0.103717448107028,0.101388549047218
0.1065,0.102570790588686,0.105330913746161,0.10322251999255
0.107,0.102570790588686,0.106878980850332,0.104692467961975
0.1075,0.102570790588686,0.108427404878893,0.106525588028869
0.108,0.102570790588686,0.110208995755621,0.108080776380953
0.1085,0.102570790588686,0.111796679879521,0.109642985560727
0.109,0.102570790588686,0.113099624611993,0.111342348084777
0.1095,0.102570790588686,0.114714302338245,0.112530839151941
0.11,0.102570790588686,0.116242225941495,0.113986090156795
0.1105,0.102570790588686,0.117892240375458,0.115448798491543
0.111,0.102570790588686,0.119323453660442,0.11698855645697
0.1115,0.102570790588686,0.120764289076145,0.118586934748855
0.112,0.102570790588686,0.122371390131771,0.12001252190156
0.1125,0.102570790588686,0.123735362752328,0.121709517991289
0.113,0.102570790588686,0.125524645795384,0.123289743148722
0.1135,0.102570790588686,0.126776090578906,0.12501365391745
0.114,0.102570790588686,0.128035512023002,0.126528774264858
0.1145,0.102570790588686,0.129627804208477,0.127900729454018
0.115,0.102570790588686,0.131316074419959,0.129360822557121
0.1155,0.102570790588686,0.133007506566763,0.131091956416736
0.116,0.10392096696074,0.134534381438599,0.132798838471113
0.1165,0.106199157063643,0.136375880869552,0.134214214896906
0.117,0.10927963789493,0.138038952060235,0.135858345409935
0.1175,0.114923318569647,0.139532765663888,0.137462570579203
0.118,0.116845127846544,0.140936922761834,0.139175257223533
0.1185,0.118983584034755,0.142468365611746,0.140377311959526
0.119,0.127505335082563,0.144114807927512,0.141744365218765
0.1195,0.130825446357238,0.145604406995151,0.143122528027396
0.12,0.134460119762742,0.146877297034352,0.144688269012374
0.1205,0.134460119762742,0.148309645194585,0.146161212108516
0.121,0.134460119762742,0.149829212614966,0.147379518681686
0.1215,0.135595467567415,0.151248203660808,0.14882718976568
0.122,0.143339370582941,0.152771922740448,0.150292672567044
0.1225,0.146235714947178,0.154248483907532,0.151840518025152
0.123,0.148841241368057,0.15569607344899,0.153643252354496
0.1235,0.151937287910338,0.15733441057272,0.154871634806912
0.124,0.151937287910338,0.158762918107264,0.156410207596649
0.1245,0.157306458751368,0.160148910343782,0.158081151292508
0.125,0.162993191115368,0.161659847778528,0.159395269014717
0.1255,0.162993191115368,0.163068788156455,0.160744465530288
0.126,0.162993191115368,0.164345879523969,0.162318847650681
0.1265,0.162993191115368,0.16585041997731,0.163776549906884
0.127,0.162993191115368,0.167283947946958,0.165020358444933
0.1275,0.162993191115368,0.168641615936869,0.166430130180458
0.128,0.162993191115368,0.170044486425313,0.167749832320711
0.1285,0.162993191115368,0.171555639210473,0.169098028103981
0.129,0.162993191115368,0.172773726635145,0.1704786403222
0.1295,0.162993191115368,0.17416129205999,0.171816743934014
0.13,0.162993191115368,0.175426899043698,0.1731415050375
0.1305,0.162993191115368,0.176716402742379,0.174586271206366
0.131,0.162993191115368,0.178026786333858,0.176002902953316
0.1315,0.162993191115368,0.179486105149217,0.177124074918004
0.132,0.162993191115368,0.180904370454572,0.178315920852469
0.1325,0.162993191115368,0.182438967491656,0.179519338796211
0.133,0.162993191115368,0.183772006408067,0.181041491804713
0.1335,0.162993191115368,0.185146088574664,0.182391279685488
0.134,0.162993191115368,0.186178734173453,0.183412120950732
0.1345,0.162993191115368,0.187615461179255,0.184734231524979
0.135,0.162993191115368,0.189093758666597,0.18589245808046
0.1355,0.162993191115368,0.190173720232441,0.187222805125497
0.136,0.162993191115368,0.191309142039638,0.188819241215358
0.1365,0.162993191115368,0.192646170452339,0.190049923375984
0.137,0.164919793834069,0.193633076014561,0.190987541727973
0.1375,0.167825097230958,0.194986137739082,0.192262169554559
0.138,0.173616265187286,0.196262314097387,0.193625313310641
0.1385,0.173616265187286,0.197459284142162,0.194931914522105
0.139,0.17775173402504,0.198996048446092,0.196255557177047
0.1395,0.180883768803335,0.200078545854624,0.197605362834553
0.14,0.182883457905001,0.201175797861978,0.199062492222651
0.1405,0.188809685186082,0.202330121957015,0.200102719678604
0.141,0.188809685186082,0.203646838173265,0.201110336697367
0.1415,0.188809685186082,0.204870254485943,0.202350768597112
0.142,0.188809685186082,0.206366893728559,0.203664873360339
0.1425,0.190772694764817,0.20759422358132,0.204887837823783
0.143,0.193317685367272,0.208831530917338,0.206421250548495
0.1435,0.200696041319981,0.210143250853753,0.20784991239171
0.144,0.201797516982785,0.211178781631783,0.209169237302257
0.1445,0.207435387768173,0.212377645902983,0.210176925055444
0.145,0.212382210845837,0.2134375366616,0.21130748000207
0.1455,0.212382210845837,0.214758033660784,0.212583351373822
0.146,0.212382210845837,0.21612380301787,0.213732309243593
0.1465,0.212382210845837,0.217507446531294,0.214913586272273
0.147,0.212382210845837,0.218820901004886,0.2163879718708
0.1475,0.212382210845837,0.220181933182003,0.217709019941677
0.148,0.212382210845837,0.221479342827021,0.219184192344967
0.1485,0.212382210845837,0.222627233381737,0.220512446587659
0.149,0.212382210845837,0.223806416862788,0.221622478415306
0.1495,0.212382210845837,0.224798727347032,0.222885234386928
0.15,0.212382210845837,0.226052375428524,0.223966484429738
0.1505,0.212382210845837,0.227364503038713,0.225173666696744
0.151,0.212382210845837,0.228589514501642,0.226430605938206
0.1515,0.212382210845837,0.22983350727933,0.227661281167164
0.152,0.212382210845837,0.231024211828397,0.228850959060704
0.1525,0.212382210845837,0.231976354793484,0.230221933399386
0.153,0.212382210845837,0.233021447435274,0.231362175747039
0.1535,0.212382210845837,0.23430810460995,0.232439260315575
0.154,0.212382210845837,0.235342732916222,0.233525874442872
0.1545,0.212382210845837,0.236539061763656,0.234812349281452
0.155,0.212382210845837,0.237624974627264,0.235975889775268
0.1555,0.214182448896694,0.238992397021673,0.237026629389322
0.156,0.217632101783429,0.240104528402146,0.238237192473716
0.1565,0.222308703590458,0.241239684308667,0.239460546968579
0.157,0.225601620733612,0.242311282459459,0.240635733801866
0.1575,0.225601620733612,0.243457451730328,0.241778815403352
0.158,0.228676409730391,0.244314731210701,0.242723086917031
0.1585,0.229868766680524,0.245527290050707,0.243918509690758
0.159,0.232672331285314,0.246422327986667,0.244865383236695
0.1595,0.234069855077653,0.247465433788075,0.245725137335482
0.16,0.234458340911323,0.248606465587865,0.246782120306435
0.1605,0.237854112279187,0.249427513509057,0.247868569352488
0.161,0.242324260236945,0.250596225506308,0.248884525681261
0.1615,0.243089518490069,0.251749114401794,0.249862824346891
0.162,0.244594765481806,0.252751151305766,0.251001941103658
0.1625,0.246395803266423,0.253899482039438,0.25213639827327
0.163,0.250252585400816,0.25501067685838,0.253143189514922
0.1635,0.254151860684496,0.25603638854628,0.254169711318489
0.164,0.254151860684496,0.257121308616353,0.25529822140076
0.1645,0.254151860684496,0.258329445634275,0.256349456256221
0.165,0.254151860684496,0.259462032341386,0.257486312272994
0.1655,0.254151860684496,0.260531958621626,0.258699813233891
0.166,0.254151860684496,0.261479759112852,0.259849458334832
0.1665,0.254151860684496,0.26269725074395,0.261013106915978
0.167,0.254151860684496,0.26389444197841,0.261955710073661
0.1675,0.254151860684496,0.264991841030205,0.263107022497998
0.168,0.254151860684496,0.26609743807015,0.264261890637992
0.1685,0.254151860684496,0.26710817411423,0.26521835175895
0.169,0.254151860684496,0.26796924693339,0.266262752912773
0.1695,0.256104120528062,0.268905212762336,0.267164593023925
0.17,0.258377330053134,0.269988881507481,0.26810821353908
0.1705,0.260531869233759,0.270959294573574,0.269145019435906
0.171,0.261786256967589,0.271885729299302,0.270256402699178
0.1715,0.263661764715505,0.272823257288171,0.271228763418152
0.172,0.267054809269715,0.273941702893587,0.272220544391028
0.1725,0.27284967305627,0.275024001776893,0.273345016556895
0.173,0.27284967305627,0.276033761083631,0.274408216111174
0.1735,0.273601755763754,0.277054132902443,0.275359049351133
0.174,0.278221945559919,0.277999414884959,0.276449819111094
0.1745,0.283286582128686,0.278973056695876,0.277450932456815
0.175,0.283537449195413,0.280059447886783,0.278490863810583
0.1755,0.290341866347252,0.280839397513153,0.279435804654528
0.176,0.290341866347252,0.281599509312525,0.280344297184723
0.1765,0.290341866347252,0.282606167065041,0.28122717710858
0.177,0.290341866347252,0.283486794565997,0.282131879525277
0.1775,0.290341866347252,0.284552004397013,0.282929183425612
0.178,0.290341866347252,0.285461760929677,0.284018512350202
0.1785,0.290341866347252,0.286567231310526,0.285040949886207
0.179,0.290341866347252,0.287504882119788,0.286027593337936
0.1795,0.290341866347252,0.288481701531327,0.286975296469496
0.18,0.290341866347252,0.289408173989315,0.287949384482487
0.1805,0.290341866347252,0.290289572752041,0.288906400049799
0.181,0.290341866347252,0.291209420101174,0.289742650220145
0.1815,0.290341866347252,0.292049691849639,0.290633412963693
0.182,0.290341866347252,0.292968339731726,0.291525380746697
0.1825,0.290341866347252,0.294070326144438,0.292456618416876
0.183,0.290341866347252,0.295238265855919,0.293309602975064
0.1835,0.290341866347252,0.296184374259729,0.294442380260907
0.184,0.290341866347252,0.297139406649526,0.295493481872748
0.1845,0.290341866347252,0.298202610873831,0.29654281900979
0.185,0.290341866347252,0.299162162278449,0.297357457141959
0.1855,0.290341866347252,0.299955969702472,0.298368614367944
0.186,0.290341866347252,0.300847898254152,0.299184878911832
0.1865,0.290341866347252,0.301715114215634,0.300051257165713
0.187,0.290341866347252,0.302650740117769,0.300899818325606
0.1875,0.297385754451903,0.30344131736924,0.301786851627523
0.188,0.299461224181546,0.304300591868611,0.302686624365263
0.1885,0.30226510645684,0.30530556995952,0.303506897402341
0.189,0.303566645557572,0.306338204580246,0.304472446160888
0.1895,0.306774542140354,0.307350784594741,0.305473280164132
0.19,0.306774542140354,0.30825980212294,0.306358399661334
0.1905,0.306774542140354,0.309422533553731,0.30728084640942
0.191,0.310105526656977,0.310218316731637,0.308114336935677
0.1915,0.311202832087702,0.311012171639203,0.309117682137784
0.192,0.313078771983702,0.311806309356552,0.310007566079108
0.1925,0.314632210060472,0.312816812451033,0.310865153023522
0.193,0.317913162102617,0.313928986893742,0.311541542308539
0.1935,0.319757594716462,0.314975010497997,0.312667796440551
0.194,0.322018616503479,0.315866987339265,0.313677610447281
0.1945,0.322268754740774,0.316701302234341,0.314797455992132
0.195,0.322268754740774,0.317560547458313,0.315624232513249
0.1955,0.322268754740774,0.31846357494298,0.316487718583286
0.196,0.322268754740774,0.319233566355473,0.317331966180209
0.1965,0.322268754740774,0.320080456092147,0.318202906056724
0.197,0.322268754740774,0.321001588809954,0.319048472163846
0.1975,0.322268754740774,0.321948143372733,0.319843952265825
0.198,0.322268754740774,0.322783479369232,0.320662727271933
0.1985,0.322268754740774,0.323633369363979,0.321879201615804
0.199,0.322268754740774,0.32443166200766,0.322732873454761
0.1995,0.322268754740774,0.325400421420823,0.323585964174685
0.2,0.322268754740774,0.326256690702057,0.324387959068471
0.2005,0.322268754740774,0.327024805222334,0.325265970674119
0.201,0.325264203374607,0.328013197558664,0.326062765750599
0.2015,0.328765544742746,0.329018357187701,0.326883181596297
0.202,0.332641722439242,0.329866060803745,0.327998832661672
0.2025,0.335533087738199,0.330763251397908,0.328851609335377
0.203,0.337447603311886,0.331668017478168,0.329658255154044
0.2035,0.339764708356472,0.332495004500659,0.330586951812065
0.204,0.339764708356472,0.333424267264908,0.331612235835292
0.2045,0.339764708356472,0.334342116636471,0.332499260115148
0.205,0.34186837235754,0.335081572142075,0.333266327842031
0.2055,0.34605950088906,0.335966668331107,0.334137164705343
0.206,0.349107479451121,0.33699876397093,0.335005482220232
0.2065,0.350560635428813,0.337951422652213,0.335833985789393
0.207,0.350687670512474,0.338802638427943,0.336849669160828
0.2075,0.350831884717768,0.339719779212355,0.337993020921435
0.208,0.350831884717768,0.340514521594052,0.338859038058018
0.2085,0.350831884717768,0.341394609471743,0.339847538433552
0.209,0.350831884717768,0.342215149497913,0.340635048664336
0.2095,0.350831884717768,0.343140998382255,0.341441326764692
0.21,0.350831884717768,0.34413225020198,0.342228106140517
0.2105,0.350831884717768,0.344912670965484,0.343202734995402
0.211,0.350831884717768,0.345763988679617,0.34419613037223
0.2115,0.350831884717768,0.346592520734479,0.344968745539236
0.212,0.350831884717768,0.347385204772375,0.345862539067064
0.2125,0.350831884717768,0.348254591100373,0.346625934961712
0.213,0.350831884717768,0.348913405566301,0.34737616399645
0.2135,0.350831884717768,0.349701201121628,0.34823691936092
0.214,0.350831884717768,0.350551737837903,0.348910606272664
0.2145,0.350831884717768,0.35151518499647,0.349686514102376
0.215,0.350831884717768,0.352259386856092,0.35047148681308
0.2155,0.350831884717768,0.352959376544919,0.351396050192258
0.216,0.350831884717768,0.353717779270747,0.352131137245196
0.2165,0.350831884717768,0.354451962207141,0.352833943748557
0.217,0.350831884717768,0.355399460638626,0.353622140590989
0.2175,0.350831884717768,0.35606449937326,0.354354557312721
0.218,0.350831884717768,0.356865041311772,0.355284449878593
0.2185,0.350831884717768,0.357658131006659,0.356012653768846
0.219,0.350831884717768,0.358533499547367,0.356838261015414
0.2195,0.350831884717768,0.359497478284237,0.357593431584896
0.22,0.350831884717768,0.360312906669642,0.358309038345017
0.2205,0.350831884717768,0.361175165633801,0.359334530736146
0.221,0.350831884717768,0.361991212821881,0.360273351809871
0.2215,0.350831884717768,0.362763127505886,0.361114644125646
0.222,0.350831884717768,0.363742988314757,0.361913779630346
0.2225,0.350831884717768,0.364538286564611,0.362754664484581
0.223,0.350831884717768,0.365242685867895,0.363597674802042
0.2235,0.350831884717768,0.366026357395855,0.364456957325716
0.224,0.350831884717768,0.366834907472324,0.365312877669405
0.2245,0.350831884717768,0.367657585307095,0.366069911604645
0.225,0.350831884717768,0.368520857007979,0.366807871233631
0.2255,0.350831884717768,0.369389245646275,0.367667400914163
0.226,0.350831884717768,0.370179252776007,0.368465538112767
0.2265,0.350831884717768,0.370922276346646,0.369394322384982
0.227,0.350831884717768,0.371643182726244,0.370101050165469
0.2275,0.350831884717768,0.372317308520809,0.370769149314558
0.228,0.35201280131873,0.372969339341636,0.371393629440575
0.2285,0.355453412346764,0.373643201427752,0.372052763472263
0.229,0.356200702559718,0.374522352903217,0.372776466878189
0.2295,0.356466375504095,0.375408241148184,0.37338639434437
0.23,0.357499431855996,0.376146127553738,0.374001979492421
0.2305,0.359740976150053,0.376987589511477,0.374955120478007
